INSERT INTO Voter VALUES (1001,  'Nirav', 'Kavser', 132, 'Lamington Rd', 'Serchhip' , 'Mizoram', '1994-6-22', 'M' , 'nirav.kavser@example.com','8426998702', 68);
INSERT INTO Voter VALUES (1026,  'Ronith', 'Bhoja', 124, 'China Bazaar Rd', 'West Garo Hills' , 'Meghalaya', '1971-8-9', 'M' , 'ronith.bhoja@example.com','9913554503', 66);
INSERT INTO Voter VALUES (1027,  'Yashika', 'Anand', 220, 'Coakers Walk', 'Damoh' , 'Madhya Pradesh', '1967-8-11', 'F' , 'yashika.anand@example.com','7430993955', 54);
INSERT INTO Voter VALUES (1028,  'Brijesh', 'Gatty', 139, 'Mall Rd', 'East Sikkim' , 'Sikkim', '1977-4-9', 'M' , 'brijesh.gatty@example.com','8316926125', 85);
INSERT INTO Voter VALUES (1029,  'Abhishek', 'Mendonsa', 160, 'Dwaraka Nagar', 'Daman' , 'Daman and Diu', '1965-8-9', 'M' , 'abhishek.mendonsa@example.com','8130111444', 116);
INSERT INTO Voter VALUES (1030,  'Charan', 'Shet', 193, 'Kasba Peth', 'Godda' , 'Jharkhand', '1971-7-19', 'M' , 'charan.shet@example.com','9336889433', 43);
INSERT INTO Voter VALUES (1031,  'Aloke', 'Shet', 210, 'Vellala St', 'North Goa' , 'Goa', '2000-1-3', 'M' , 'aloke.shet@example.com','9608617674', 24);
INSERT INTO Voter VALUES (1032,  'Ansh', 'Belligatti', 271, 'Fontainhas', 'Tarn Taran' , 'Punjab', '1960-6-17', 'M' , 'ansh.belligatti@example.com','9409733530', 77);
INSERT INTO Voter VALUES (1033,  'Shabari', 'Holla', 240, 'Santhekatte', 'New Delhi' , 'Delhi', '2001-1-16', 'F' , 'shabari.holla@example.com','7368664798', 119);
INSERT INTO Voter VALUES (1034,  'Harsh', 'Dsouza', 221, 'Santhekatte', 'Lakshadweep' , 'Lakshadweep', '1967-9-26', 'M' , 'harsh.dsouza@example.com','8479326461', 127);
INSERT INTO Voter VALUES (1035,  'Nihal', 'Kouser', 124, 'Sitabuldi Main Rd', 'North Goa' , 'Goa', '1997-2-26', 'M' , 'nihal.kouser@example.com','9536459965', 24);
INSERT INTO Voter VALUES (1036,  'Balvan', 'Tipparti', 198, 'Racecource Rd', 'Chandigarh' , 'Chandigarh', '1948-5-29', 'M' , 'balvan.tipparti@example.com','7472658588', 114);
INSERT INTO Voter VALUES (1037,  'Savitha', 'Adiga', 69, 'Bannerghatta Rd', 'South West Garo Hills' , 'Meghalaya', '1999-8-6', 'F' , 'savitha.adiga@example.com','8424828066', 67);
INSERT INTO Voter VALUES (1038,  'Rachit', 'Dawangave', 101, 'College St', 'Tinsukia' , 'Assam', '1980-1-12', 'M' , 'rachit.dawangave@example.com','9913754089', 10);
INSERT INTO Voter VALUES (1039,  'Rathi', 'Kini', 91, 'Tank Bund Rd', 'Nicobar' , 'Andaman and Nicobar Islands', '1989-4-25', 'F' , 'rathi.kini@example.com','9130915991', 113);
INSERT INTO Voter VALUES (1040,  'Balendra', 'Holla', 91, 'Raviwar Peth', 'Mokokchung' , 'Nagaland', '1991-1-6', 'M' , 'balendra.holla@example.com','7490961380', 69);
INSERT INTO Voter VALUES (1041,  'Navami', 'Dalvi', 251, 'Gandhi Maidan Marg', 'Gandhinagar' , 'Gujarat', '1971-12-20', 'F' , 'navami.dalvi@example.com','8165901126', 27);
INSERT INTO Voter VALUES (1042,  'Arjun', 'Saha', 9, 'Swargate', 'Buldhana' , 'Maharashtra', '1985-11-26', 'M' , 'arjun.saha@example.com','9483830248', 63);
INSERT INTO Voter VALUES (1043,  'Keerthi', 'Kulkarni', 283, 'Raviwar Peth', 'Central Delhi' , 'Delhi', '1969-12-10', 'F' , 'keerthi.kulkarni@example.com','8298953909', 118);
INSERT INTO Voter VALUES (1044,  'Rebecca', 'Kini', 241, 'Sitabuldi Main Rd', 'Sahibganj' , 'Jharkhand', '1969-3-22', 'F' , 'rebecca.kini@example.com','9278454919', 43);
INSERT INTO Voter VALUES (1045,  'Sangeetha', 'Adiga', 219, 'Gali Paranthe Wali', 'Daman' , 'Daman and Diu', '1975-11-21', 'F' , 'sangeetha.adiga@example.com','7666487223', 116);
INSERT INTO Voter VALUES (1046,  'Yuvraj', 'Vernekar', 175, 'Gali Paranthe Wali', 'Ernakulam' , 'Kerala', '1966-11-29', 'M' , 'yuvraj.vernekar@example.com','8287591837', 49);
INSERT INTO Voter VALUES (1047,  'Idhant', 'Mathew', 240, 'Swargate', 'Lakshadweep' , 'Lakshadweep', '1973-6-18', 'M' , 'idhant.mathew@example.com','7078206209', 127);
INSERT INTO Voter VALUES (1048,  'Abhinav', 'Holla', 17, 'Shakespeare Sarani', 'Darbhanga' , 'Bihar', '1962-5-23', 'M' , 'abhinav.holla@example.com','8987531270', 14);
INSERT INTO Voter VALUES (1049,  'Siddharth', 'Acharya', 289, 'Mirza Ismail Rd', 'Sangareddy' , 'Telangana', '1971-3-15', 'M' , 'siddharth.acharya@example.com','7334535123', 92);
INSERT INTO Voter VALUES (1050,  'Prithvi', 'Salian', 174, 'Jagadamba Centre', 'Chandigarh' , 'Chandigarh', '1956-5-18', 'F' , 'prithvi.salian@example.com','9225152950', 114);
INSERT INTO Voter VALUES (1051,  'Sneha', 'Chatterjee', 96, 'Linking Rd', 'Kulgam' , 'Jammu and Kashmir', '1975-3-30', 'F' , 'sneha.chatterjee@example.com','8098598017', 125);
INSERT INTO Voter VALUES (1052,  'Guneet', 'Sheikh', 74, 'Ranganathan St', 'Alluri Sitharama Raju' , 'Andhra Pradesh', '1999-6-27', 'M' , 'guneet.sheikh@example.com','7655858673', 4);
INSERT INTO Voter VALUES (1053,  'Faraj', 'Dalvi', 192, 'Sitabuldi Main Rd', 'Dhenkanal' , 'Odisha', '1949-9-1', 'M' , 'faraj.dalvi@example.com','9463012145', 70);
INSERT INTO Voter VALUES (1054,  'Sonika', 'Dawangave', 1, 'Raviwar Peth', 'Karbi Anglong' , 'Assam', '1947-6-15', 'F' , 'sonika.dawangave@example.com','7112200339', 9);
INSERT INTO Voter VALUES (1055,  'Balvan', 'Salian', 83, 'Dadabhai Naoroji Rd', 'Udham Singh Nagar' , 'Uttarakhand', '1976-6-30', 'M' , 'balvan.salian@example.com','9781253120', 106);
INSERT INTO Voter VALUES (1056,  'Balveer', 'Shenoy', 22, 'Raviwar Peth', 'Hnahthial' , 'Mizoram', '1959-2-5', 'M' , 'balveer.shenoy@example.com','9216629266', 68);
INSERT INTO Voter VALUES (1057,  'Parth', 'Belligatti', 299, 'Dadabhai Naoroji Rd', 'Bokaro' , 'Jharkhand', '1980-9-27', 'M' , 'parth.belligatti@example.com','9297564059', 39);
INSERT INTO Voter VALUES (1058,  'Aashish', 'Bhat', 218, 'Janpath', 'Palghar' , 'Maharashtra', '1958-4-9', 'M' , 'aashish.bhat@example.com','8434153457', 60);
INSERT INTO Voter VALUES (1059,  'Nandita', 'Kini', 26, 'China Bazaar Rd', 'South Sikkim' , 'Sikkim', '1977-12-28', 'F' , 'nandita.kini@example.com','9753499524', 85);
INSERT INTO Voter VALUES (1060,  'Shambhavi', 'Andrade', 118, 'Rani No Hajiro', 'Niwari' , 'Madhya Pradesh', '1989-4-21', 'F' , 'shambhavi.andrade@example.com','8996085618', 56);
INSERT INTO Voter VALUES (1061,  'Namratha', 'Saniel', 228, 'Bhavani Peth', 'Hazaribag' , 'Jharkhand', '1962-3-25', 'F' , 'namratha.saniel@example.com','9747974794', 40);
INSERT INTO Voter VALUES (1062,  'Chandran', 'Babu', 80, 'Swargate', 'Kangpokpi' , 'Manipur', '1977-3-14', 'M' , 'chandran.babu@example.com','9123296433', 65);
INSERT INTO Voter VALUES (1063,  'Keerthi', 'Taj', 202, 'Bhavani Peth', 'Chandigarh' , 'Chandigarh', '1994-12-20', 'F' , 'keerthi.taj@example.com','7587437890', 114);
INSERT INTO Voter VALUES (1064,  'Vishrutha', 'Vernekar', 127, 'Pali Hill', 'North Sikkim' , 'Sikkim', '1973-1-28', 'F' , 'vishrutha.vernekar@example.com','9107206580', 85);
INSERT INTO Voter VALUES (1065,  'Sowmya', 'Pujari', 204, 'Janpath', 'West Godavari' , 'Andhra Pradesh', '1971-4-29', 'F' , 'sowmya.pujari@example.com','9527946196', 1);
INSERT INTO Voter VALUES (1066,  'Javeria', 'Acharya', 297, 'Bannerghatta Rd', 'East Delhi' , 'Delhi', '1972-7-10', 'F' , 'javeria.acharya@example.com','8603404585', 118);
INSERT INTO Voter VALUES (1067,  'Saanvi', 'Kumari', 249, 'Tilak Marg', 'Yanam' , 'Puducherry', '1978-5-11', 'F' , 'saanvi.kumari@example.com','8275685969', 128);
INSERT INTO Voter VALUES (1068,  'Sangeetha', 'Saniel', 289, 'Sampige Rd', 'North Goa' , 'Goa', '1949-8-13', 'F' , 'sangeetha.saniel@example.com','8105798304', 24);
INSERT INTO Voter VALUES (1069,  'Meera', 'Manjunath', 15, 'Gali Paranthe Wali', 'Bidar' , 'Karnataka', '1978-10-3', 'F' , 'meera.manjunath@example.com','9690176588', 47);
INSERT INTO Voter VALUES (1070,  'Laksh', 'Dsouza', 215, 'Linking Rd', 'Saitual' , 'Mizoram', '1958-7-1', 'M' , 'laksh.dsouza@example.com','8253498189', 68);
INSERT INTO Voter VALUES (1071,  'Swarna', 'Saldanha', 45, 'Vellala St', 'Dadra and Nagar Haveli' , 'Dadra and Nagar Haveli', '1976-12-29', 'F' , 'swarna.saldanha@example.com','7544679467', 115);
INSERT INTO Voter VALUES (1072,  'Dwarakanath', 'Salian', 235, 'Rasta Peth', 'Kulgam' , 'Jammu and Kashmir', '1955-1-14', 'M' , 'dwarakanath.salian@example.com','8260930273', 125);
INSERT INTO Voter VALUES (1073,  'Charan', 'Kavser', 61, 'S.A Rd', 'Madhepura' , 'Bihar', '1970-10-2', 'M' , 'charan.kavser@example.com','8161410929', 16);
INSERT INTO Voter VALUES (1074,  'Vidyalaxmi', 'Adiga', 1, 'Tank Bund Rd', 'Lunglei' , 'Mizoram', '1997-12-10', 'F' , 'vidyalaxmi.adiga@example.com','9402826473', 68);
INSERT INTO Voter VALUES (1075,  'Aloke', 'Belligatti', 229, 'Bhootnath Rd', 'Dhamtari' , 'Chhattisgarh', '1951-3-5', 'M' , 'aloke.belligatti@example.com','9006106595', 19);
INSERT INTO Voter VALUES (1076,  'Siddharth', 'Bhat', 91, 'Dadabhai Naoroji Rd', 'Chandigarh' , 'Chandigarh', '1967-5-3', 'M' , 'siddharth.bhat@example.com','7654501114', 114);
INSERT INTO Voter VALUES (1077,  'Aayushi', 'Rajesh', 85, 'Rajpur Rd', 'Chandigarh' , 'Chandigarh', '1952-4-12', 'F' , 'aayushi.rajesh@example.com','7907565883', 114);
INSERT INTO Voter VALUES (1078,  'Shahistha', 'Bhoja', 268, 'NAD X Rd', 'Bishnupur' , 'Manipur', '1997-3-19', 'F' , 'shahistha.bhoja@example.com','7364150052', 64);
INSERT INTO Voter VALUES (1079,  'Harsh', 'Raval', 142, 'Santhekatte', 'Sepahijala' , 'Tripura', '1991-4-1', 'M' , 'harsh.raval@example.com','7165441024', 97);
INSERT INTO Voter VALUES (1080,  'Manthan', 'Shah', 41, 'Santhekatte', 'Korea' , 'Chhattisgarh', '1974-6-24', 'M' , 'manthan.shah@example.com','7391779256', 22);
INSERT INTO Voter VALUES (1081,  'Trupti', 'Bangera', 98, 'Maharanipeta', 'Noney' , 'Manipur', '1972-3-10', 'F' , 'trupti.bangera@example.com','9814455714', 65);
INSERT INTO Voter VALUES (1082,  'Samesh', 'Shah', 68, 'Somwar Peth', 'East Khasi Hills' , 'Meghalaya', '1979-11-18', 'M' , 'samesh.shah@example.com','8427403183', 66);
INSERT INTO Voter VALUES (1083,  'Shylaja', 'Kaur', 209, 'Ashoka Rd', 'Alirajpur' , 'Madhya Pradesh', '1951-8-17', 'F' , 'shylaja.kaur@example.com','8273637292', 55);
INSERT INTO Voter VALUES (1084,  'Tanveer', 'Mendonsa', 223, 'Maharanipeta', 'East Sikkim' , 'Sikkim', '1955-1-16', 'M' , 'tanveer.mendonsa@example.com','9221079558', 85);
INSERT INTO Voter VALUES (1085,  'Yashodha', 'Bangera', 163, 'Kasturba Rd', 'West Tripura' , 'Tripura', '1949-12-31', 'F' , 'yashodha.bangera@example.com','8910197434', 96);
INSERT INTO Voter VALUES (1086,  'Shilpa', 'Saldanha', 275, 'NAD X Rd', 'Dadra and Nagar Haveli' , 'Dadra and Nagar Haveli', '1995-7-21', 'F' , 'shilpa.saldanha@example.com','8346501349', 115);
INSERT INTO Voter VALUES (1087,  'Pranav', 'Banerjee', 276, 'Colaba Causeway', 'Wayanad' , 'Kerala', '1988-12-23', 'M' , 'pranav.banerjee@example.com','8885930208', 50);
INSERT INTO Voter VALUES (1088,  'Ira', 'Moolya', 199, 'Sao Tome Old Quarter', 'Palakkad' , 'Kerala', '1985-9-12', 'F' , 'ira.moolya@example.com','9653286343', 49);
INSERT INTO Voter VALUES (1089,  'Ishita', 'Mugeraya', 34, 'Rajpur Rd', 'Yanam' , 'Puducherry', '1994-10-9', 'F' , 'ishita.mugeraya@example.com','8396511246', 128);
INSERT INTO Voter VALUES (1090,  'Sarita', 'Kaur', 7, 'Gandhi Maidan Marg', 'Gajapati' , 'Odisha', '1983-6-30', 'F' , 'sarita.kaur@example.com','8806955347', 71);
INSERT INTO Voter VALUES (1091,  'Apoorva', 'Bhoja', 220, 'Bannerghatta Rd', 'Dadra and Nagar Haveli' , 'Dadra and Nagar Haveli', '1981-1-15', 'F' , 'apoorva.bhoja@example.com','8452666189', 115);
INSERT INTO Voter VALUES (1092,  'Tanmay', 'Singh', 231, 'Old Jail Rd', 'Kandhamal' , 'Odisha', '1967-6-11', 'M' , 'tanmay.singh@example.com','8190360473', 73);
INSERT INTO Voter VALUES (1093,  'Javeria', 'Acharya', 75, 'Bhootnath Rd', 'Baloda Bazar' , 'Chhattisgarh', '1972-4-25', 'F' , 'javeria.acharya@example.com','8277619850', 19);
INSERT INTO Voter VALUES (1094,  'Keerthi', 'Manjunath', 256, 'Old Jail Rd', 'North Tripura' , 'Tripura', '1955-5-31', 'F' , 'keerthi.manjunath@example.com','7431293373', 97);
INSERT INTO Voter VALUES (1095,  'Meghashree', 'Shetty', 203, 'China Bazaar Rd', 'Chandigarh' , 'Chandigarh', '1968-3-7', 'F' , 'meghashree.shetty@example.com','8168305182', 114);
INSERT INTO Voter VALUES (1096,  'Prisha', 'Pai', 131, 'China Bazaar Rd', 'Pauri Garhwal' , 'Uttarakhand', '1948-1-27', 'F' , 'prisha.pai@example.com','8365589658', 105);
INSERT INTO Voter VALUES (1097,  'Neeti', 'Dhamdhame', 102, 'Gandhi Maidan Marg', 'Aizawl' , 'Mizoram', '1982-7-15', 'F' , 'neeti.dhamdhame@example.com','8518465308', 68);
INSERT INTO Voter VALUES (1098,  'Vishishta', 'Dsouza', 86, 'Chaman Ganj', 'Nashik' , 'Maharashtra', '1948-10-16', 'F' , 'vishishta.dsouza@example.com','9641038762', 60);
INSERT INTO Voter VALUES (1099,  'Saranya', 'Singh', 7, 'Old Jail Rd', 'Wanaparthy' , 'Telangana', '1993-7-11', 'F' , 'saranya.singh@example.com','8008997682', 91);
INSERT INTO Voter VALUES (1100,  'Balveer', 'Sheikh', 111, 'Linking Rd', 'Daman' , 'Daman and Diu', '1963-2-26', 'M' , 'balveer.sheikh@example.com','9083595844', 116);
INSERT INTO Voter VALUES (1101,  'Yagnesh', 'Dawangave', 138, 'Car St', 'North and Middle Andaman' , 'Andaman and Nicobar Islands', '1980-1-11', 'M' , 'yagnesh.dawangave@example.com','7775987219', 113);
INSERT INTO Voter VALUES (1102,  'Shreedevi', 'Mardhekar', 148, 'Carter Rd Promenade', 'Ganjam' , 'Odisha', '1949-9-6', 'F' , 'shreedevi.mardhekar@example.com','7138032611', 73);
INSERT INTO Voter VALUES (1103,  'Rohan', 'Belligatti', 31, 'Commercial St', 'Kapurthala' , 'Punjab', '1956-4-2', 'M' , 'rohan.belligatti@example.com','8679298710', 78);
INSERT INTO Voter VALUES (1104,  'Tejaswi', 'Shetty', 106, 'Ashoka Rd', 'Churu' , 'Rajasthan', '1967-6-4', 'F' , 'tejaswi.shetty@example.com','7193450579', 81);
INSERT INTO Voter VALUES (1105,  'Prisha', 'Kumar', 78, 'Swargate', 'Dadra and Nagar Haveli' , 'Dadra and Nagar Haveli', '1975-12-9', 'F' , 'prisha.kumar@example.com','8836374332', 115);
INSERT INTO Voter VALUES (1106,  'Dharun', 'Rao', 278, 'Mall Rd', 'Bhiwani' , 'Haryana', '1999-1-24', 'M' , 'dharun.rao@example.com','8375786805', 32);
INSERT INTO Voter VALUES (1107,  'Hrithik', 'Kumar', 26, 'Bandstand Promenade', 'Chandigarh' , 'Chandigarh', '1973-11-7', 'M' , 'hrithik.kumar@example.com','9465395710', 114);
INSERT INTO Voter VALUES (1108,  'Swathi', 'Shet', 288, 'Bhavani Peth', 'Shopian' , 'Jammu and Kashmir', '1971-12-8', 'F' , 'swathi.shet@example.com','9232237184', 122);
INSERT INTO Voter VALUES (1109,  'Falan', 'Mugeraya', 201, 'Maharanipeta', 'Saiha' , 'Mizoram', '1988-12-29', 'M' , 'falan.mugeraya@example.com','9384110920', 68);
INSERT INTO Voter VALUES (1110,  'Amol', 'Shetty', 265, 'Santhekatte', 'Charkhi Dadri' , 'Haryana', '1981-7-22', 'M' , 'amol.shetty@example.com','9031906995', 30);
INSERT INTO Voter VALUES (1111,  'Balhaar', 'Keshri', 223, 'Tank Bund Rd', 'Shimla' , 'Himachal Pradesh', '1984-2-7', 'M' , 'balhaar.keshri@example.com','7124020299', 35);
INSERT INTO Voter VALUES (1112,  'Karan', 'Rai', 60, 'Bhootnath Rd', 'Chandigarh' , 'Chandigarh', '1964-11-29', 'M' , 'karan.rai@example.com','9355418015', 114);
INSERT INTO Voter VALUES (1113,  'Abhimanyu', 'Suvarna', 166, 'Bannerghatta Rd', 'Chamoli' , 'Uttarakhand', '1961-3-22', 'M' , 'abhimanyu.suvarna@example.com','7952041576', 106);
INSERT INTO Voter VALUES (1114,  'Balvan', 'Thampy', 260, 'Old Jail Rd', 'Lawngtlai' , 'Mizoram', '1993-11-27', 'M' , 'balvan.thampy@example.com','8501344956', 68);
INSERT INTO Voter VALUES (1115,  'Shivansh', 'Rao', 89, 'Ratha Bheedi', 'Khawzawl' , 'Mizoram', '1991-11-6', 'M' , 'shivansh.rao@example.com','8953447880', 68);
INSERT INTO Voter VALUES (1116,  'Parv', 'Adiga', 124, 'Pali Hill', 'Mumbai City' , 'Maharashtra', '1982-3-22', 'M' , 'parv.adiga@example.com','7606679238', 59);
INSERT INTO Voter VALUES (1117,  'Pranay', 'Gupta', 161, 'Mirza Ismail Rd', 'Dadra and Nagar Haveli' , 'Dadra and Nagar Haveli', '1976-11-28', 'M' , 'pranay.gupta@example.com','7508307099', 115);
INSERT INTO Voter VALUES (1118,  'Dharun', 'Babu', 282, 'Ratha Bheedi', 'Chandigarh' , 'Chandigarh', '1983-3-14', 'M' , 'dharun.babu@example.com','9682989767', 114);
INSERT INTO Voter VALUES (1119,  'Geetha', 'Sheikh', 131, 'Bannerghatta Rd', 'Khowai' , 'Tripura', '2001-4-26', 'F' , 'geetha.sheikh@example.com','7061572638', 97);
INSERT INTO Voter VALUES (1120,  'Aarush', 'Bangera', 26, 'Old Jail Rd', 'Kamjong' , 'Manipur', '1965-6-12', 'M' , 'aarush.bangera@example.com','9332746713', 65);
INSERT INTO Voter VALUES (1121,  'Jayanth', 'Kaur', 90, 'Gali Paranthe Wali', 'South Goa' , 'Goa', '1961-2-13', 'M' , 'jayanth.kaur@example.com','9521621836', 23);
INSERT INTO Voter VALUES (1122,  'Arin', 'Kumar', 209, 'Janpath', 'Jammu' , 'Jammu and Kashmir', '1993-11-1', 'M' , 'arin.kumar@example.com','9186486990', 122);
INSERT INTO Voter VALUES (1123,  'Saksham', 'Kumar', 116, 'Bhootnath Rd', 'Bishnupur' , 'Manipur', '2000-1-4', 'M' , 'saksham.kumar@example.com','8979999815', 64);
INSERT INTO Voter VALUES (1124,  'Gayathri', 'Rai', 43, 'Santhekatte', 'Champawat' , 'Uttarakhand', '1960-8-8', 'F' , 'gayathri.rai@example.com','8631998356', 103);
INSERT INTO Voter VALUES (1125,  'Warinder', 'Pai', 296, 'Santhekatte', 'Faridabad' , 'Haryana', '1960-3-25', 'M' , 'warinder.pai@example.com','8694193400', 34);
INSERT INTO Voter VALUES (1126,  'Umang', 'Prabhu', 40, 'Ashoka Rd', 'Yanam' , 'Puducherry', '1970-8-8', 'M' , 'umang.prabhu@example.com','7912765663', 128);
INSERT INTO Voter VALUES (1127,  'Chandresh', 'Chatterjee', 256, 'Kasba Peth', 'Ganderbal' , 'Jammu and Kashmir', '1984-6-17', 'M' , 'chandresh.chatterjee@example.com','7811979327', 122);
INSERT INTO Voter VALUES (1128,  'Richa', 'Rai', 259, 'Ratha Bheedi', 'Chamoli' , 'Uttarakhand', '1963-1-27', 'F' , 'richa.rai@example.com','7960435533', 106);
INSERT INTO Voter VALUES (1129,  'Nishitha', 'Shah', 121, 'Kasturba Rd', 'Diu' , 'Daman and Diu', '1966-10-23', 'F' , 'nishitha.shah@example.com','7741614693', 116);
INSERT INTO Voter VALUES (1130,  'Faraj', 'Saha', 153, 'Camac St', 'South West Garo Hills' , 'Meghalaya', '1986-7-27', 'M' , 'faraj.saha@example.com','9722938655', 67);
INSERT INTO Voter VALUES (1131,  'Veena', 'Gugale', 69, 'Naiduthota', 'Palakkad' , 'Kerala', '1994-3-12', 'F' , 'veena.gugale@example.com','9179885353', 49);
INSERT INTO Voter VALUES (1132,  'Noelle', 'Saldanha', 271, 'Dwaraka Nagar', 'Fatehgarh Sahib' , 'Punjab', '1968-7-20', 'F' , 'noelle.saldanha@example.com','7076437487', 78);
INSERT INTO Voter VALUES (1133,  'Aashish', 'Kavser', 235, 'Raviwar Peth', 'Mahé' , 'Puducherry', '1972-8-21', 'M' , 'aashish.kavser@example.com','7195466874', 128);
INSERT INTO Voter VALUES (1134,  'Vishishta', 'Shah', 148, 'Tank Bund Rd', 'Dadra and Nagar Haveli' , 'Dadra and Nagar Haveli', '1998-8-15', 'F' , 'vishishta.shah@example.com','7669381386', 115);
INSERT INTO Voter VALUES (1135,  'Ajay', 'Babu', 211, 'Tripolia Bazar', 'SouthAndaman' , 'Andaman and Nicobar Islands', '1969-11-3', 'M' , 'ajay.babu@example.com','7848883926', 113);
